Brand,Model,Year,Trim,Drive,Description,Exterior Color,Interior Color,Miles,Price
GMC,Sierra 2500HD,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
GMC,Sierra 2500HD,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
GMC,Sierra 2500HD,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
GMC,Sierra 2500HD,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
GMC,Sierra 2500HD,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
GMC,Sierra 2500HD,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
GMC,Sierra 2500HD,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
GMC,Sierra 2500HD,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
GMC,Sierra 2500HD,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
GMC,Sierra 2500HD,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
GMC,Sierra 2500HD,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
GMC,Sierra 2500HD,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
GMC,Sierra 2500HD,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
GMC,Sierra 2500HD,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
GMC,Sierra 2500HD,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
GMC,Sierra 2500HD,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
GMC,Sierra 2500HD,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
GMC,Sierra 2500HD,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
GMC,Sierra 2500HD,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
GMC,Sierra 2500HD,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
GMC,Sierra 2500HD,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
GMC,Sierra 2500HD,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
GMC,Sierra 2500HD,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Jeep,Gladiator,2020,,Rubicon,,White exterior,Black interior,,
Jeep,Gladiator,2017,Denali,4WD,Crew Cab Short Box ,White exterior,Brown interior,,
Jeep,Gladiator,2014,Regular,Automatic,Cab I4 4WD ,White exterior,Unknown interior,,
Jeep,Gladiator,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Jeep,Gladiator,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Jeep,Gladiator,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Jeep,Gladiator,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Jeep,Gladiator,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Jeep,Gladiator,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Jeep,Gladiator,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Jeep,Gladiator,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Jeep,Gladiator,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Jeep,Gladiator,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Jeep,Gladiator,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Jeep,Gladiator,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Jeep,Gladiator,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Jeep,Gladiator,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Jeep,Gladiator,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Jeep,Gladiator,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Jeep,Gladiator,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Jeep,Gladiator,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Jeep,Gladiator,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Jeep,Gladiator,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Jeep,Gladiator,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Jeep,Gladiator,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Jeep,Gladiator,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Jeep,Gladiator,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Jeep,Gladiator,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Jeep,Gladiator,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Jeep,Gladiator,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Jeep,Gladiator,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Jeep,Gladiator,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Jeep,Gladiator,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Chevrolet,Silverado 1500,2021,Custom,4WD,Trail Boss Crew Cab Short Bed ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2015,Lariat,4WD,SuperCrew 5.5' Box ,Red exterior,Beige interior,,
Chevrolet,Silverado 1500,2018,King,4WD,Ranch SuperCrew 5.5' Box ,Red exterior,Unknown interior,,
Chevrolet,Silverado 1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Chevrolet,Silverado 1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Chevrolet,Silverado 1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Chevrolet,Silverado 1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Chevrolet,Silverado 1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Chevrolet,Silverado 1500,2019,LT,4WD,Crew Cab Standard Box ,Brown exterior,Black interior,,
Chevrolet,Silverado 1500,2017,Custom,2WD,Double Cab Standard Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2020,High,4WD,Country Crew Cab Standard Bed ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Chevrolet,Silverado 1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Chevrolet,Silverado 1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Chevrolet,Silverado 1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Chevrolet,Silverado 1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Toyota,Tacoma,2011,Double,Automatic,Cab I4 RWD ,Silver exterior,Gray interior,,
Toyota,Tacoma,2021,SR,Automatic,Access Cab 6' Bed I4 4WD ,White exterior,Gray interior,,
Toyota,Tacoma,2021,Laramie,4WD,"Crew Cab 6'4"" Box ",Red exterior,Black interior,,
Toyota,Tacoma,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Toyota,Tacoma,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Toyota,Tacoma,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tacoma,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Toyota,Tacoma,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Toyota,Tacoma,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Toyota,Tacoma,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Toyota,Tacoma,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Toyota,Tacoma,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Toyota,Tacoma,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Toyota,Tacoma,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tacoma,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Toyota,Tacoma,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Toyota,Tacoma,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Toyota,Tacoma,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tacoma,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Toyota,Tacoma,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Toyota,Tacoma,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Toyota,Tacoma,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Toyota,Tacoma,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Toyota,Tacoma,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Toyota,Tacoma,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Toyota,Tacoma,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Toyota,Tacoma,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Toyota,Tacoma,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Toyota,Tacoma,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Toyota,Tacoma,2016,SR,Automatic,Access Cab 6.1' Bed I4 4WD ,White exterior,Gray interior,,
Toyota,Tacoma,2021,TRD,Automatic,Sport Double Cab 5' Bed V6 2WD ,White exterior,Black interior,,
Toyota,Tacoma,2016,LT,4WD,Double Cab Standard Box ,Red exterior,Black interior,,
Toyota,Tacoma,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Toyota,Tacoma,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Toyota,Tacoma,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tacoma,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Toyota,Tacoma,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Toyota,Tacoma,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Toyota,Tacoma,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Toyota,Tacoma,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Toyota,Tacoma,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Toyota,Tacoma,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Toyota,Tacoma,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tacoma,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Toyota,Tacoma,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Toyota,Tacoma,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Toyota,Tacoma,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tacoma,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Toyota,Tacoma,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Toyota,Tacoma,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Toyota,Tacoma,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Toyota,Tacoma,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Toyota,Tacoma,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Toyota,Tacoma,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Toyota,Tacoma,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Toyota,Tacoma,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Toyota,Tacoma,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Toyota,Tacoma,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Toyota,Tacoma,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ford,Super Duty F-350,2017,XLT,SRW,Regular Cab 8' Bed 4WD ,Silver exterior,Gray interior,,
Ford,Super Duty F-350,2019,LT,4WD,Crew Cab Short Box ,Black exterior,Black interior,,
Ford,Super Duty F-350,2021,Custom,4WD,Trail Boss Crew Cab Short Bed ,Black exterior,Black interior,,
Ford,Super Duty F-350,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,Super Duty F-350,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,Super Duty F-350,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,Super Duty F-350,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ford,Super Duty F-350,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,Super Duty F-350,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ford,Super Duty F-350,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ford,Super Duty F-350,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ford,Super Duty F-350,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ford,Super Duty F-350,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ford,Super Duty F-350,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,Super Duty F-350,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,Super Duty F-350,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ford,Super Duty F-350,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ford,Super Duty F-350,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ford,Super Duty F-350,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,Super Duty F-350,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ford,Super Duty F-350,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,Super Duty F-350,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ford,Super Duty F-350,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,Super Duty F-350,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ford,Super Duty F-350,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ford,Super Duty F-350,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,Super Duty F-350,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ford,Super Duty F-350,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ford,Super Duty F-350,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ford,Super Duty F-350,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ford,Super Duty F-350,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,Super Duty F-350,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ford,Super Duty F-350,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Nissan,Titan XD,2018,SV,4WD,Crew Cab Diesel ,Gray exterior,Black interior,,
Nissan,Titan XD,2018,SLT,4WD,"Crew Cab 6'4"" Box ",Black exterior,Gray interior,,
Nissan,Titan XD,2020,XL,4WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Nissan,Titan XD,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Nissan,Titan XD,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Nissan,Titan XD,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Titan XD,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Nissan,Titan XD,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Nissan,Titan XD,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Nissan,Titan XD,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Nissan,Titan XD,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Nissan,Titan XD,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Nissan,Titan XD,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Nissan,Titan XD,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Titan XD,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Nissan,Titan XD,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Nissan,Titan XD,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Nissan,Titan XD,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Nissan,Titan XD,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Titan XD,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Nissan,Titan XD,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Nissan,Titan XD,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Nissan,Titan XD,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
